machine,cash_count,cash_amount,credit_count,credit_amount,total_count,total_revenue,date
CGG_MY31-AU,656,1674.4,95,363.6,751,2038.0,20141101
CGG_MY32-AU,592,1518.15,69,227.2,661,1745.35,20141101
CGG_MY33-AU,393,1031.7,70,293.7,463,1325.4,20141101
CGG_MY34-AU,371,1111.75,44,179.3,415,1291.05,20141101
CGG_MY35-AU,326,913.1,48,205.6,374,1118.7,20141101
CGG_MY41-AU,1707,3758.4,141,483.6,1848,4242.0,20141101
CGG_MY42-AU,2210,4291.25,173,508.45,2383,4799.7,20141101
CGG_MY43-AU,878,2567.0,31,123.75,909,2690.75,20141101
CGG_MY44-AU,488,1499.85,50,207.5,538,1707.35,20141101
CGG_MY45-AU,768,2418.6,107,404.25,875,2822.85,20141101
CGG_MY46-AU,1637,5062.35,138,516.1,1775,5578.45,20141101
CGG_MY47-AU,1197,3669.05,158,601.1,1355,4270.15,20141101
CGG_MY51-AU,900,3046.45,131,662.4,1031,3708.85,20141101
CGG_MY52-AU,863,3417.8,240,1778.6,1103,5196.4,20141101
CGG_MY53-AU,692,2385.6,105,551.1,797,2936.7,20141101
CGG_MY54-AU,842,3343.0,228,1652.9,1070,4995.9,20141101
CGG_MY55-AU,1068,3877.7,168,877.95,1236,4755.65,20141101
CGG_MY56-AU,934,3983.6,267,1909.75,1201,5893.35,20141101
CGG_MY57-AU,870,3059.9,180,929.85,1050,3989.75,20141101
CGG_PNR1-AU,694,2098.4,231,693.0,925,2791.4,20141101
CGG_PNR2-AU,74,225.0,13,39.0,87,264.0,20141101
CGG_RBX4-AU,170,591.05,50,213.75,220,804.8,20141101
CGG_RBX5-AU,231,1026.55,111,535.0,342,1561.55,20141101
CGG_RBX6-AU,312,1464.65,290,1422.4,602,2887.05,20141101
CGG_RBX7-AU,266,1102.75,216,1032.4,482,2135.15,20141101
CGG_RS11-AU,830,1307.65,40,141.8,870,1449.45,20141101
CGG_RS13-AU,517,822.55,49,181.2,566,1003.75,20141101
CGG_RS14-AU,1480,1927.75,42,78.45,1522,2006.2,20141101
CGG_RS15-AU,796,1469.15,87,294.15,883,1763.3,20141101
CGG_RS16-AU,1253,1928.15,66,186.05,1319,2114.2,20141101
CGG_RS20-AU,1290,1955.65,109,330.95,1399,2286.6,20141101
CGG_RS21-AU,1611,2830.2,118,319.65,1729,3149.85,20141101
CGG_RS22-AU,2359,3684.8,133,349.7,2492,4034.5,20141101
CGG_RS23-AU,1638,2914.55,135,387.8,1773,3302.35,20141101
CGG_RS30-AU,1414,2527.3,102,320.95,1516,2848.25,20141101
CGG_RS31-AU,1481,2776.75,154,451.55,1635,3228.3,20141101
CGG_RS32-AU,915,1841.7,58,189.95,973,2031.65,20141101
CGG_RS33-AU,1107,2229.0,97,298.5,1204,2527.5,20141101
CGG_RS41-AU,1349,2593.6,81,248.65,1430,2842.25,20141101
CGG_RS42-AU,1323,3059.65,120,429.1,1443,3488.75,20141101
CGG_RS43-AU,724,1448.15,95,316.8,819,1764.95,20141101
CGG_RS44-AU,540,1245.15,46,148.65,586,1393.8,20141101
CGG_RS45-AU,1256,2520.0,104,329.2,1360,2849.2,20141101
CGG_RS46-AU,835,2000.1,77,276.75,912,2276.85,20141101
CGG_RS50-AU,451,942.6,6,15.0,457,957.6,20141101
CGG_RS53-AU,787,1943.55,99,378.65,886,2322.2,20141101
CGG_RSX1-AU,424,616.35,18,43.65,442,660.0,20141101
CGG_RSX2-AU,671,1404.1,42,147.4,713,1551.5,20141101
