Equipment Category,Measure ID,Site ID,Single and Multifamily Occupant (SMO) Telephone or Web Survey ID,Climate Zone,Region,County,Single Family or Multifamily,Construction Type,Year Building Built,Survey Weight,Appliance Category,Type/Style of Appliance,Other Large Appliances,Number of appliance units,Location of Appliance Unit,Appliance Manufacture Year,Age of Unit Known or Estimated,Appliance Unit Manufacturer,Appliance Model Number,Appliance Fuel,Appliance Wattage,Appliance Energy Star Certified?,Computer Monitor Type,Dishwasher Efficiency Rating (Energy Factor),Dishwasher Usage Pattern (cycles/week),Fan Usage,Humidifier Usage,Washing Machine Temperature,Loads Per Week,Heated Pool /Hot Tub,Pool/Hot Tub Above Ground or In Ground,Pool/Hot Tub High Efficiency Pump,Pool/Hot Tub Pump Horsepower,Pool/Hot Tub Pump Speeds,Size of Refrigerator or Freezer (cu ft),Refrigerator With Indoor Water Dispenser,Television Screen Size (inches),Type of conditioned air being distributed by the duct system,Air duct leakage to the outside ,Total air duct interior and exterior leakage,Does the new construction home contain an air duct system?,Pressurization or Depressurization,Type of Building Served by DHW,DHW Type,DHW Fuel Type,No. of Water Heaters,DHW Manufacture Year,DHW Age,DHW Age Known or Estimated,DHW Unit Manufacturer,DHW Model Number,Unit Energy Factor,DHW Efficiency Data Source,Water Temperature Setting,DHW Venting,DHW Unit Heat Recovery,Efficiency Rating of DHW Heat Recovery,Presence of orphan natural draft DHW,Storage Volume of the Unit (Gallons),Thickness of DHW pipe insulation (inches),DHW Insulation Thickness (inches),Unit in Conditioned or Unconditioned Part of House,HVAC System Type,HVAC Fuel type,DHW Solar System presence,Type of Solar DHW System,Type of Solar Technology used for DHW,Solar DHW System Capacity (Gallons),Source for Solar DHW Capacity,Solar DHW System in Working Order?,Surface Type,Construction Material of Building Envelope,Depth Below Grade,Ceiling Type,Attic Access Insulation Level,Attic Access (sq. ft.),Attic Access Weather Stripping,Percent of total exterior and interior surfaces that are insulated,Exterior or continuous insulation type,Data source for the on-site inspector determining exterior or continuous insulation characteristics,Exterior or continuous insulation quality (grade I-III),Exterior or continuous insulation thickness (inches),Interior or cavity insulation type,Data source for the on-site inspector determining interior or cavity insulation characteristics,Interior or cavity insulation quality (grade I-III),Interior or cavity insulation thickness (inches),Does the home have perimeter insulation?,Window or Door,Number of Doors,Door Material,Door Weather Stripping,Number of Windows,Window Size,Overall Window Condition,U Factor,Window Frame Type,Window Glazing,Gas Filled Window,Bay Windows,Storm Windows,Window Treatments,HVAC Controls Thermostat Type,HVAC Systems Served,Cooling Setback Hours,Cooling Setback Temperature,Set Point Temperature for Cooling Season,Heating Setback Hours,Heating Setback Temperature,Set Point Temperature for Heating Season,Status of Thermostat at Time of Inspection,Are HVAC Controlled Thermostats Programmable?,What Unit Does the HVAC Cooling System Serve?,What Percentage of Conditioned Space Does the HVAC Cooling Unit Serve?,Is HVAC Cooling Primary or Secondary Source?,HVAC Cooling System Type,HVAC Cooling Manufacture Year,HVAC Cooling Age Known/Estimated,HVAC Cooling Manufacturer,HVAC Cooling Model Number,HVAC Cooling Capacity,Number of AC Units,Rated Efficiency of HVAC Cooling System,HVAC Cooling Efficiency Type,HVAC Cooling Efficiency Data Source,Is HVAC Cooling Energy Star?,Visual Condition of Cooling System,HVAC Cooling Filter Slot Cover,Condition of Furnace Air Filter,Location of Cooling System,When was HVAC Cooling System Last Serviced?,What Unit Does the HVAC Heating System Serve?,What Percentage of Conditioned Space Does the HVAC Heating Unit Serve?,Is HVAC Heating Primary or Secondary Source?,HVAC Heating System Type,HVAC Heating Year Manufactured,HVAC Heating Year Known or Estimated,HVAC Heating Manufacturer,HVAC Heating Model Number,HVAC Heating Capacity,HVAC Heating Fuel Type,Number of HVAC Heating Systems,Rated Efficiency of Heating System,HVAC Heating Efficiency Type,HVAC Heating Efficiency Data Source,Is HVAC Heating Energy Star?,Visual Condition of Heating System,Is There An HVAC Heating Filter Slot Cover?,Condition of HVAC Heating Furnace Air Filter,Electronically Commutated Motor Present,Location of HVAC Heating,Does the HVAC Heating System Have an Outdoor Reset?,Does the HVAC Heating System have Thermostatic Radiator valves?,Heating Ventilation Type,When was HVAC Heating System Last Serviced?,HVAC Ventilation Type,HVAC Ventilation Space Served,Number of HVAC Ventilation Operating Hours Per Day,HVAC Ventilation System Configuration,Number of Lighting Controls,Type of Lighting Controls,Number of Efficient Light Bulbs,Number of Halogen Light Bulbs,Number of Incandescent Light Bulbs,Number of Other Light Bulbs,Type of Other Light Bulbs,Number of T12 Light Bulbs,Location of Lighting Unit,Number of Plug Loads,Description of Plug Loads,Number of Cable Boxes Plugged into Smart Strips or Outlets ,Number of DVD Players Plugged into Smart Strips or Outlets,Number of Fax Machines Plugged into Smart Strips or Outlets,Number of Gaming Consoles Plugged into Smart Strips or Outlets,Number of Home Theater Systems Plugged into Smart Strips or Outlets,Number of Printers and Copiers Plugged into Smart Strips or Outlets,Number of Space Heaters Plugged into Smart Strips or Outlets,Number of Stereo Systems Plugged into Smart Strips or Outlets,Number of VCR's Plugged into Smart Strips or Outlets,"Number of Tier 1 Plug Loads, Smart Strips and Outlets","Number of Tier 2 Plug Loads, Smart Strips and Outlets"
Air Duct Testing,7EFEB9E2-F3FE-4F8B-82D6-B7591EE2E666,D252CDA7-8853-446B-A060-E0D52968BE7D,WN62056,Climate Zone 5,Western New York,Niagara,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,94,599,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,4FD6AB8A-7528-400D-8B1F-7A47D9D64D0F,D3200F17-63E0-4EFB-B97F-C1CC80CB014D,FL61808,Climate Zone 5,Finger Lakes,Monroe,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,14,759,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,55923CE4-7BFA-488C-A3DD-C2464967DAB8,D449708D-99C9-4500-9692-AED4B65C7B7F,FL60940,Climate Zone 5,Finger Lakes,Monroe,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,180,710,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,EE2534CC-AE7A-4360-8E28-77EE7454B3FE,D4C4BC56-4E50-B34D-9659-31420495D744,WN61220,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,240,1650,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,30FB0313-8AA3-40D5-97E6-4CB7B1503DAD,D82E5B0F-A08A-44E2-99DE-7BF545A48A43,FL64492,Climate Zone 5,Finger Lakes,Wayne,SF,Existing,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,0B39E6F6-1A3D-4705-824D-F3006453B45B,DBCCA213-F951-43EA-A3C3-D056B55DB824,CD61472,Climate Zone 5,Capital District,Greene,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,29,992,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B31AD0A2-43D3-44CD-AE23-71E4FDA69EA7,DBE89AD2-5E1D-4DE7-84D1-46F81061C615,FL64608,Climate Zone 5,Finger Lakes,Wayne,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,25,838,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,A7F4694E-966E-407C-8A69-B5DFECC7FA7C,DCAC9169-90AE-4D07-B6DD-CDAE8F1BE74A,WN60780,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,15,675,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1186CA80-7053-43D2-A5FD-32F7E33CFE47,DD72A8A0-2B71-4A54-8BAB-B416E6D948CD,MH60188,Climate Zone 5,Mid-Hudson,Dutchess,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,116,665,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,E9862073-D799-4EAD-8ECE-92ED71966AEA,DD72A8A0-2B71-4A54-8BAB-B416E6D948CD,MH60188,Climate Zone 5,Mid-Hudson,Dutchess,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,232,236,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,2D0223F7-BEF8-4AD7-BEF8-8A93380879EC,E0938B75-44EE-2B4E-8846-AF7AEF34113E,WN60456,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,37,445,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,F3A74966-58D6-46AB-AF7A-B83F300EC0B0,E199CF6A-5D80-457C-95BA-C485253339E5,CD61760,Climate Zone 5,Capital District,Rensselaer,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,91,1021,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,08A02562-9A08-4145-B2E2-96C4E4565F9A,E82E25AF-0B7E-46E2-8FCE-666EAA36DE11,WN61256,Climate Zone 5,Western New York,Erie,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,66,880,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,D6A596CC-29EC-4130-9A8A-6234081B6383,EDBCE4D6-FEE2-E642-9427-8B80CC9AD723,WN60460,Climate Zone 5,Western New York,Erie,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,65,840,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B6B0640D-DF7D-4AE0-9B6C-2A790D55CB80,EE2BA4D7-D299-474F-9406-02404B97B32B,CD61132,Climate Zone 5,Capital District,Albany,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,89,1192,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,C9EB4C67-77A0-43FB-9A65-F566AAB9BD80,EF486A53-85CC-4244-A039-D3E421461700,MH60528,Climate Zone 5,Mid-Hudson,Dutchess,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,135,421,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,09CF577A-CA5D-4734-96E6-07ADAC2A017F,EF486A53-85CC-4244-A039-D3E421461700,MH60528,Climate Zone 5,Mid-Hudson,Dutchess,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,142,143,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1C1B8919-05F0-4105-B7A3-2C8F87FDFB17,EF4C3C39-6F17-424C-93A2-1668B36F3F1A,CN61572,Climate Zone 5,Central New York,Madison,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,54,804,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,0C61A5CF-4357-4F70-AA9C-7B95937AA2C3,F083FBC6-9C30-0E43-AD59-0066E628C5B0,FL60232,Climate Zone 5,Finger Lakes,Livingston,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling,10,291,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,47047EE0-9355-4C1B-8573-AB07171C8BBA,F2F27961-8A6C-400E-B38B-75BB425ABA0B,WN62020,Climate Zone 5,Western New York,Niagara,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,107,930,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,FD92A1C5-C101-4C1E-847F-599225B295DE,F35CCE18-52D0-4972-8A19-CBE5E6E9217F,WN60196,Climate Zone 5,Western New York,Erie,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,29,670,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,4D3556B3-FE21-4A24-88D1-7EA1F74FD0EF,F6D7F843-C9BD-4FAE-A132-95ADF2ED2457,MH60076,Climate Zone 5,Mid-Hudson,Dutchess,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,232,1153,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B3800981-37DB-4ACA-AD67-64106FA485B6,F6D7F843-C9BD-4FAE-A132-95ADF2ED2457,MH60076,Climate Zone 5,Mid-Hudson,Dutchess,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,435,550,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,8EC5A826-9A34-42FB-80F8-A1DAE235D28F,F8891EC6-B793-4DFE-9CC1-8339AF9D0176,CD62844,Climate Zone 5,Capital District,Saratoga,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,112,1643,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,34048500-2F12-4115-B2B3-0CAB50EEF5BD,F8C20518-717D-4C49-837A-6EA5F41A9B3C,MH63060,Climate Zone 5,Mid-Hudson,Rockland,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,37,171,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,3FA9E5CE-1526-4EFB-A17C-5FF7A2C93B36,F8C20518-717D-4C49-837A-6EA5F41A9B3C,MH63060,Climate Zone 5,Mid-Hudson,Rockland,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,80,102,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,74FB3CD3-77A9-4590-BFE4-07A577637B3C,FB84706C-D33A-4DE0-BC89-B0BE25851408,MH60980,Climate Zone 5,Mid-Hudson,Orange,SF,New,2012,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling,111,160,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,2A529BDC-2A63-4127-A534-C8607F0781DE,FD143DA6-0858-48BA-AD7D-8D5B0EFDC7CE,WN63124,Climate Zone 5,Western New York,Chautauqua,SF,New,2013,42.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating,105,990,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,60322613-57C9-4BE2-9D2F-6660C3FD591F,133DF4CB-7730-4099-90E1-0B6661AC8805,LI61208,Climate Zone 4,Long Island,Suffolk,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,79,1308,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,602E8A25-402C-4FEB-A676-23AE1D6814C4,1457E0BB-76DF-4194-992B-5E063009C8F7,LI99002,Climate Zone 4,Long Island,Suffolk,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling,15,53,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,55AE4EF4-08E4-4D3A-9D18-6FEFB76D7843,1457E0BB-76DF-4194-992B-5E063009C8F7,LI99002,Climate Zone 4,Long Island,Suffolk,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling,45,184,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,5596A728-5B24-4CBA-B98B-68EDA414DF86,21C0F0C7-24FC-4E4B-8481-8F817F85AF7C,LI60660,Climate Zone 4,Long Island,Suffolk,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,45,828,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,8CAFDBFD-554F-41E5-BAA4-90B942CF6E79,53DDCE04-7942-4BC8-93D1-C2F0177AAC18,MH64792,Climate Zone 4,Mid-Hudson,Westchester,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,45,490,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,3FC82171-D3DF-44A5-BACA-C4FA9C53C6BE,53DDCE04-7942-4BC8-93D1-C2F0177AAC18,MH64792,Climate Zone 4,Mid-Hudson,Westchester,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,61,178,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1B909014-55BF-4D74-B801-7C94DA15D9A0,5C41421E-7473-42F3-9458-31FF45A72F25,LI61032,Climate Zone 4,Long Island,Suffolk,SF,New,2013,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,20,1580,Yes,Depressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,38CF3350-7A0D-4963-8B0C-47F9007E5993,EC9E018E-AC61-4D03-8400-58DC5205F162,LI61076,Climate Zone 4,Long Island,Suffolk,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,56,120,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,44CEF695-6155-4AC0-958D-E654AFA39A8E,EC9E018E-AC61-4D03-8400-58DC5205F162,LI61076,Climate Zone 4,Long Island,Suffolk,SF,New,2012,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,132,777,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,BEDD0408-227A-473C-99B6-CF10ADE5F1E0,F59F413D-4082-4A51-B591-FA45A198587A,LI60448,Climate Zone 4,Long Island,Suffolk,SF,New,2014,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,35,900,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,23824353-C684-40F4-B9FF-492440591951,F7B78073-C6DF-4422-BCA5-B0C8F666E425,LI61008,Climate Zone 4,Long Island,Suffolk,SF,New,2013,244.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating/Cooling,77,568,Yes,Pressurization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
