"","Site","Meter","Unit","Date","Time","Value"
"3822","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-14,"11:00",346.79294
"3823","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-15,"11:00",375.43207
"3824","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-16,"11:00",275.67201
"3825","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-17,"11:00",333.44104
"3826","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-18,"11:00",286.94201
"3827","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-19,"11:00",0
"3828","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-20,"11:00",0
"3829","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-21,"11:00",436.93962
"3830","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-22,"11:00",361.61604
"3831","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-23,"11:00",288.06901
"3832","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-24,"11:00",239.13722
"3833","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-25,"11:00",231.72567
"3834","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-26,"11:00",0
"3835","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-27,"11:00",0
"3836","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-28,"11:00",269.49407
"3837","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-01,"11:00",848.01635
"3838","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-02,"11:00",797.47186
"3839","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-03,"11:00",756.2801
"3840","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-04,"11:00",684.5947
"3841","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-05,"11:00",204.14
"3842","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-06,"11:00",174.58
"3843","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-07,"11:00",807.95864
"3844","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-08,"11:00",718.21301
"3845","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-09,"11:00",719.18446
"3846","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-10,"11:00",698.22285
"3847","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-11,"11:00",779.56964
"3848","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-12,"11:00",165.8
"3849","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-13,"11:00",189.36
"3850","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-14,"11:00",798.53294
"3851","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-15,"11:00",824.39207
"3852","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-16,"11:00",707.07201
"3853","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-17,"11:00",764.84104
"3854","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-18,"11:00",697.56201
"3855","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-19,"11:00",186.58
"3856","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-20,"11:00",165.8
"3857","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-21,"11:00",859.55962
"3858","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-22,"11:00",775.45604
"3859","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-23,"11:00",695.90901
"3860","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-24,"11:00",664.53722
"3861","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-25,"11:00",653.90567
"3862","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-26,"11:00",162.58
"3863","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"11:00",183.36
"3864","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"11:00",688.89407
"3865","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"11:30",168
"3866","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"11:30",174
"3867","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-03,"11:30",168
"3868","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-04,"11:30",168
"3869","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-05,"11:30",78
"3870","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-06,"11:30",78
"3871","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-07,"11:30",162
"3872","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-08,"11:30",168
"3873","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-09,"11:30",162
"3874","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-10,"11:30",162
"3875","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-11,"11:30",162
"3876","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-12,"11:30",78
"3877","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-13,"11:30",78
"3878","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-14,"11:30",156
"3879","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-15,"11:30",156
"3880","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-16,"11:30",162
"3881","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-17,"11:30",168
"3882","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-18,"11:30",162
"3883","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-19,"11:30",78
"3884","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-20,"11:30",78
"3885","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-21,"11:30",162
"3886","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-22,"11:30",162
"3887","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-23,"11:30",162
"3888","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-24,"11:30",162
"3889","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-25,"11:30",150
"3890","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"11:30",66
"3891","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"11:30",78
"3892","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"11:30",162
"3893","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"11:30",273.861
"3894","Abercrombie House","Total Natural Gas AH","kWh",2011-02-02,"11:30",236.67
"3895","Abercrombie House","Total Natural Gas AH","kWh",2011-02-03,"11:30",321.195
"3896","Abercrombie House","Total Natural Gas AH","kWh",2011-02-04,"11:30",232.162
"3897","Abercrombie House","Total Natural Gas AH","kWh",2011-02-05,"11:30",0
"3898","Abercrombie House","Total Natural Gas AH","kWh",2011-02-06,"11:30",0
"3899","Abercrombie House","Total Natural Gas AH","kWh",2011-02-07,"11:30",355.005
"3900","Abercrombie House","Total Natural Gas AH","kWh",2011-02-08,"11:30",271.607
"3901","Abercrombie House","Total Natural Gas AH","kWh",2011-02-09,"11:30",237.797
"3902","Abercrombie House","Total Natural Gas AH","kWh",2011-02-10,"11:30",219.765
"3903","Abercrombie House","Total Natural Gas AH","kWh",2011-02-11,"11:30",256.956
"3904","Abercrombie House","Total Natural Gas AH","kWh",2011-02-12,"11:30",0
"3905","Abercrombie House","Total Natural Gas AH","kWh",2011-02-13,"11:30",0
"3906","Abercrombie House","Total Natural Gas AH","kWh",2011-02-14,"11:30",300.909
"3907","Abercrombie House","Total Natural Gas AH","kWh",2011-02-15,"11:30",249.067
"3908","Abercrombie House","Total Natural Gas AH","kWh",2011-02-16,"11:30",226.527
"3909","Abercrombie House","Total Natural Gas AH","kWh",2011-02-17,"11:30",236.67
"3910","Abercrombie House","Total Natural Gas AH","kWh",2011-02-18,"11:30",205.114
"3911","Abercrombie House","Total Natural Gas AH","kWh",2011-02-19,"11:30",0
"3912","Abercrombie House","Total Natural Gas AH","kWh",2011-02-20,"11:30",0
"3913","Abercrombie House","Total Natural Gas AH","kWh",2011-02-21,"11:30",327.957
"3914","Abercrombie House","Total Natural Gas AH","kWh",2011-02-22,"11:30",252.448
"3915","Abercrombie House","Total Natural Gas AH","kWh",2011-02-23,"11:30",217.511
"3916","Abercrombie House","Total Natural Gas AH","kWh",2011-02-24,"11:30",175.812
"3917","Abercrombie House","Total Natural Gas AH","kWh",2011-02-25,"11:30",162.288
"3918","Abercrombie House","Total Natural Gas AH","kWh",2011-02-26,"11:30",0
"3919","Abercrombie House","Total Natural Gas AH","kWh",2011-02-27,"11:30",0
"3920","Abercrombie House","Total Natural Gas AH","kWh",2011-02-28,"11:30",217.511
"3921","Abercrombie House","Total Imported Energy AH","kWh",2011-02-01,"11:30",441.861
"3922","Abercrombie House","Total Imported Energy AH","kWh",2011-02-02,"11:30",410.67
"3923","Abercrombie House","Total Imported Energy AH","kWh",2011-02-03,"11:30",489.195
"3924","Abercrombie House","Total Imported Energy AH","kWh",2011-02-04,"11:30",400.162
"3925","Abercrombie House","Total Imported Energy AH","kWh",2011-02-05,"11:30",78
"3926","Abercrombie House","Total Imported Energy AH","kWh",2011-02-06,"11:30",78
"3927","Abercrombie House","Total Imported Energy AH","kWh",2011-02-07,"11:30",517.005
"3928","Abercrombie House","Total Imported Energy AH","kWh",2011-02-08,"11:30",439.607
"3929","Abercrombie House","Total Imported Energy AH","kWh",2011-02-09,"11:30",399.797
"3930","Abercrombie House","Total Imported Energy AH","kWh",2011-02-10,"11:30",381.765
"3931","Abercrombie House","Total Imported Energy AH","kWh",2011-02-11,"11:30",418.956
"3932","Abercrombie House","Total Imported Energy AH","kWh",2011-02-12,"11:30",78
"3933","Abercrombie House","Total Imported Energy AH","kWh",2011-02-13,"11:30",78
"3934","Abercrombie House","Total Imported Energy AH","kWh",2011-02-14,"11:30",456.909
"3935","Abercrombie House","Total Imported Energy AH","kWh",2011-02-15,"11:30",405.067
"3936","Abercrombie House","Total Imported Energy AH","kWh",2011-02-16,"11:30",388.527
"3937","Abercrombie House","Total Imported Energy AH","kWh",2011-02-17,"11:30",404.67
"3938","Abercrombie House","Total Imported Energy AH","kWh",2011-02-18,"11:30",367.114
"3939","Abercrombie House","Total Imported Energy AH","kWh",2011-02-19,"11:30",78
"3940","Abercrombie House","Total Imported Energy AH","kWh",2011-02-20,"11:30",78
"3941","Abercrombie House","Total Imported Energy AH","kWh",2011-02-21,"11:30",489.957
"3942","Abercrombie House","Total Imported Energy AH","kWh",2011-02-22,"11:30",414.448
"3943","Abercrombie House","Total Imported Energy AH","kWh",2011-02-23,"11:30",379.511
"3944","Abercrombie House","Total Imported Energy AH","kWh",2011-02-24,"11:30",337.812
"3945","Abercrombie House","Total Imported Energy AH","kWh",2011-02-25,"11:30",312.288
"3946","Abercrombie House","Total Imported Energy AH","kWh",2011-02-26,"11:30",66
"3947","Abercrombie House","Total Imported Energy AH","kWh",2011-02-27,"11:30",78
"3948","Abercrombie House","Total Imported Energy AH","kWh",2011-02-28,"11:30",379.511
"3949","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-01,"11:30",475.3
"3950","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-02,"11:30",481.3
"3951","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-03,"11:30",431.4
"3952","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-04,"11:30",440.18
"3953","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-05,"11:30",174.58
"3954","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-06,"11:30",183.36
"3955","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-07,"11:30",416.62
"3956","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-08,"11:30",413.84
"3957","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-09,"11:30",416.62
"3958","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-10,"11:30",434.18
"3959","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-11,"11:30",425.4
"3960","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-12,"11:30",183.36
"3961","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-13,"11:30",157.02
"3962","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-14,"11:30",454.52
"3963","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-15,"11:30",436.96
"3964","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-16,"11:30",425.4
"3965","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-17,"11:30",431.4
"3966","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-18,"11:30",416.62
"3967","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-19,"11:30",174.58
"3968","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-20,"11:30",174.58
"3969","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-21,"11:30",399.06
"3970","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-22,"11:30",407.84
"3971","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-23,"11:30",399.06
"3972","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-24,"11:30",451.74
"3973","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-25,"11:30",422.18
"3974","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-26,"11:30",180.14
"3975","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-27,"11:30",165.8
"3976","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-28,"11:30",425.4
"3977","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-01,"11:30",363.03507
"3978","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-02,"11:30",306.87049
"3979","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-03,"11:30",401.83052
"3980","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-04,"11:30",309.9528
"3981","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-05,"11:30",0
"3982","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-06,"11:30",0
"3983","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-07,"11:30",444.17907
"3984","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-08,"11:30",330.42422
"3985","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-09,"11:30",296.61422
"3986","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-10,"11:30",251.07009
"3987","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-11,"11:30",279.72254
"3988","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-12,"11:30",0
"3989","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-13,"11:30",0
"3990","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-14,"11:30",360.67446
"3991","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-15,"11:30",310.72894
"3992","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-16,"11:30",294.83101
"3993","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-17,"11:30",296.43546
"3994","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-18,"11:30",264.87946
"3995","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-19,"11:30",0
"3996","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-20,"11:30",0
"3997","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-21,"11:30",406.69604
"3998","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-22,"11:30",380.51747
"3999","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-23,"11:30",297.19828
"4000","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-24,"11:30",224.19419
"4001","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-25,"11:30",205.9246
"4002","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-26,"11:30",0
"4003","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-27,"11:30",0
"4004","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-28,"11:30",307.63331
"4005","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-01,"11:30",838.33507
"4006","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-02,"11:30",788.17049
"4007","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-03,"11:30",833.23052
"4008","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-04,"11:30",750.1328
"4009","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-05,"11:30",174.58
"4010","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-06,"11:30",183.36
"4011","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-07,"11:30",860.79907
"4012","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-08,"11:30",744.26422
"4013","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-09,"11:30",713.23422
"4014","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-10,"11:30",685.25009
"4015","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-11,"11:30",705.12254
"4016","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-12,"11:30",183.36
"4017","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-13,"11:30",157.02
"4018","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-14,"11:30",815.19446
"4019","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-15,"11:30",747.68894
"4020","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-16,"11:30",720.23101
"4021","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-17,"11:30",727.83546
"4022","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-18,"11:30",681.49946
"4023","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-19,"11:30",174.58
"4024","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-20,"11:30",174.58
"4025","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-21,"11:30",805.75604
"4026","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-22,"11:30",788.35747
"4027","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-23,"11:30",696.25828
"4028","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-24,"11:30",675.93419
"4029","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-25,"11:30",628.1046
"4030","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-26,"11:30",180.14
"4031","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"11:30",165.8
"4032","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"11:30",733.03331
"4033","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"12:00",168
"4034","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"12:00",168
"4035","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-03,"12:00",156
"4036","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-04,"12:00",168
"4037","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-05,"12:00",84
"4038","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-06,"12:00",72
"4039","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-07,"12:00",162
"4040","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-08,"12:00",162
"4041","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-09,"12:00",162
"4042","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-10,"12:00",162
"4043","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-11,"12:00",162
"4044","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-12,"12:00",78
"4045","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-13,"12:00",78
"4046","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-14,"12:00",168
"4047","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-15,"12:00",168
"4048","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-16,"12:00",162
"4049","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-17,"12:00",168
"4050","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-18,"12:00",156
"4051","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-19,"12:00",90
"4052","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-20,"12:00",72
"4053","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-21,"12:00",162
"4054","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-22,"12:00",168
"4055","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-23,"12:00",162
"4056","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-24,"12:00",162
"4057","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-25,"12:00",156
"4058","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"12:00",66
"4059","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"12:00",78
"4060","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"12:00",156
"4061","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"12:00",267.099
"4062","Abercrombie House","Total Natural Gas AH","kWh",2011-02-02,"12:00",210.749
"4063","Abercrombie House","Total Natural Gas AH","kWh",2011-02-03,"12:00",329.084
"4064","Abercrombie House","Total Natural Gas AH","kWh",2011-02-04,"12:00",233.289
"4065","Abercrombie House","Total Natural Gas AH","kWh",2011-02-05,"12:00",0
"4066","Abercrombie House","Total Natural Gas AH","kWh",2011-02-06,"12:00",0
"4067","Abercrombie House","Total Natural Gas AH","kWh",2011-02-07,"12:00",386.561
"4068","Abercrombie House","Total Natural Gas AH","kWh",2011-02-08,"12:00",246.813
"4069","Abercrombie House","Total Natural Gas AH","kWh",2011-02-09,"12:00",222.019
"4070","Abercrombie House","Total Natural Gas AH","kWh",2011-02-10,"12:00",222.019
"4071","Abercrombie House","Total Natural Gas AH","kWh",2011-02-11,"12:00",234.416
"4072","Abercrombie House","Total Natural Gas AH","kWh",2011-02-12,"12:00",0
"4073","Abercrombie House","Total Natural Gas AH","kWh",2011-02-13,"12:00",0
"4074","Abercrombie House","Total Natural Gas AH","kWh",2011-02-14,"12:00",259.21
"4075","Abercrombie House","Total Natural Gas AH","kWh",2011-02-15,"12:00",278.369
"4076","Abercrombie House","Total Natural Gas AH","kWh",2011-02-16,"12:00",218.638
"4077","Abercrombie House","Total Natural Gas AH","kWh",2011-02-17,"12:00",251.321
"4078","Abercrombie House","Total Natural Gas AH","kWh",2011-02-18,"12:00",218.638
"4079","Abercrombie House","Total Natural Gas AH","kWh",2011-02-19,"12:00",0
"4080","Abercrombie House","Total Natural Gas AH","kWh",2011-02-20,"12:00",0
"4081","Abercrombie House","Total Natural Gas AH","kWh",2011-02-21,"12:00",366.275
"4082","Abercrombie House","Total Natural Gas AH","kWh",2011-02-22,"12:00",226.527
"4083","Abercrombie House","Total Natural Gas AH","kWh",2011-02-23,"12:00",164.542
"4084","Abercrombie House","Total Natural Gas AH","kWh",2011-02-24,"12:00",146.51
"4085","Abercrombie House","Total Natural Gas AH","kWh",2011-02-25,"12:00",140.875
"4086","Abercrombie House","Total Natural Gas AH","kWh",2011-02-26,"12:00",0
"4087","Abercrombie House","Total Natural Gas AH","kWh",2011-02-27,"12:00",0
"4088","Abercrombie House","Total Natural Gas AH","kWh",2011-02-28,"12:00",201.733
"4089","Abercrombie House","Total Imported Energy AH","kWh",2011-02-01,"12:00",435.099
"4090","Abercrombie House","Total Imported Energy AH","kWh",2011-02-02,"12:00",378.749
"4091","Abercrombie House","Total Imported Energy AH","kWh",2011-02-03,"12:00",485.084
"4092","Abercrombie House","Total Imported Energy AH","kWh",2011-02-04,"12:00",401.289
"4093","Abercrombie House","Total Imported Energy AH","kWh",2011-02-05,"12:00",84
"4094","Abercrombie House","Total Imported Energy AH","kWh",2011-02-06,"12:00",72
"4095","Abercrombie House","Total Imported Energy AH","kWh",2011-02-07,"12:00",548.561
"4096","Abercrombie House","Total Imported Energy AH","kWh",2011-02-08,"12:00",408.813
"4097","Abercrombie House","Total Imported Energy AH","kWh",2011-02-09,"12:00",384.019
"4098","Abercrombie House","Total Imported Energy AH","kWh",2011-02-10,"12:00",384.019
"4099","Abercrombie House","Total Imported Energy AH","kWh",2011-02-11,"12:00",396.416
"4100","Abercrombie House","Total Imported Energy AH","kWh",2011-02-12,"12:00",78
"4101","Abercrombie House","Total Imported Energy AH","kWh",2011-02-13,"12:00",78
"4102","Abercrombie House","Total Imported Energy AH","kWh",2011-02-14,"12:00",427.21
"4103","Abercrombie House","Total Imported Energy AH","kWh",2011-02-15,"12:00",446.369
"4104","Abercrombie House","Total Imported Energy AH","kWh",2011-02-16,"12:00",380.638
"4105","Abercrombie House","Total Imported Energy AH","kWh",2011-02-17,"12:00",419.321
"4106","Abercrombie House","Total Imported Energy AH","kWh",2011-02-18,"12:00",374.638
"4107","Abercrombie House","Total Imported Energy AH","kWh",2011-02-19,"12:00",90
"4108","Abercrombie House","Total Imported Energy AH","kWh",2011-02-20,"12:00",72
"4109","Abercrombie House","Total Imported Energy AH","kWh",2011-02-21,"12:00",528.275
"4110","Abercrombie House","Total Imported Energy AH","kWh",2011-02-22,"12:00",394.527
"4111","Abercrombie House","Total Imported Energy AH","kWh",2011-02-23,"12:00",326.542
"4112","Abercrombie House","Total Imported Energy AH","kWh",2011-02-24,"12:00",308.51
"4113","Abercrombie House","Total Imported Energy AH","kWh",2011-02-25,"12:00",296.875
"4114","Abercrombie House","Total Imported Energy AH","kWh",2011-02-26,"12:00",66
"4115","Abercrombie House","Total Imported Energy AH","kWh",2011-02-27,"12:00",78
"4116","Abercrombie House","Total Imported Energy AH","kWh",2011-02-28,"12:00",357.733
"4117","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-01,"12:00",475.3
"4118","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-02,"12:00",484.08
"4119","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-03,"12:00",419.4
"4120","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-04,"12:00",440.18
"4121","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-05,"12:00",198.14
"4122","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-06,"12:00",159.8
"4123","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-07,"12:00",416.62
"4124","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-08,"12:00",416.62
"4125","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-09,"12:00",460.52
"4126","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-10,"12:00",451.74
"4127","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-11,"12:00",425.4
"4128","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-12,"12:00",165.8
"4129","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-13,"12:00",165.8
"4130","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-14,"12:00",457.74
