"","Site","Meter","Unit","Date","Time","Value"
"866","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"02:30",72
"867","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"02:30",78
"868","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"02:30",78
"869","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"02:30",0
"870","Abercrombie House","Total Natural Gas AH","kWh",2011-02-02,"02:30",0
"871","Abercrombie House","Total Natural Gas AH","kWh",2011-02-03,"02:30",31.556
"872","Abercrombie House","Total Natural Gas AH","kWh",2011-02-04,"02:30",0
"873","Abercrombie House","Total Natural Gas AH","kWh",2011-02-05,"02:30",0
"874","Abercrombie House","Total Natural Gas AH","kWh",2011-02-06,"02:30",0
"875","Abercrombie House","Total Natural Gas AH","kWh",2011-02-07,"02:30",209.622
"876","Abercrombie House","Total Natural Gas AH","kWh",2011-02-08,"02:30",42.826
"877","Abercrombie House","Total Natural Gas AH","kWh",2011-02-09,"02:30",0
"878","Abercrombie House","Total Natural Gas AH","kWh",2011-02-10,"02:30",0
"879","Abercrombie House","Total Natural Gas AH","kWh",2011-02-11,"02:30",43.953
"880","Abercrombie House","Total Natural Gas AH","kWh",2011-02-12,"02:30",0
"881","Abercrombie House","Total Natural Gas AH","kWh",2011-02-13,"02:30",0
"882","Abercrombie House","Total Natural Gas AH","kWh",2011-02-14,"02:30",28.175
"883","Abercrombie House","Total Natural Gas AH","kWh",2011-02-15,"02:30",0
"884","Abercrombie House","Total Natural Gas AH","kWh",2011-02-16,"02:30",28.175
"885","Abercrombie House","Total Natural Gas AH","kWh",2011-02-17,"02:30",0
"886","Abercrombie House","Total Natural Gas AH","kWh",2011-02-18,"02:30",0
"887","Abercrombie House","Total Natural Gas AH","kWh",2011-02-19,"02:30",0
"888","Abercrombie House","Total Natural Gas AH","kWh",2011-02-20,"02:30",0
"889","Abercrombie House","Total Natural Gas AH","kWh",2011-02-21,"02:30",47.334
"890","Abercrombie House","Total Natural Gas AH","kWh",2011-02-22,"02:30",0
"891","Abercrombie House","Total Natural Gas AH","kWh",2011-02-23,"02:30",0
"892","Abercrombie House","Total Natural Gas AH","kWh",2011-02-24,"02:30",0
"893","Abercrombie House","Total Natural Gas AH","kWh",2011-02-25,"02:30",0
"894","Abercrombie House","Total Natural Gas AH","kWh",2011-02-26,"02:30",0
"895","Abercrombie House","Total Natural Gas AH","kWh",2011-02-27,"02:30",0
"896","Abercrombie House","Total Natural Gas AH","kWh",2011-02-28,"02:30",0
"897","Abercrombie House","Total Imported Energy AH","kWh",2011-02-01,"02:30",84
"898","Abercrombie House","Total Imported Energy AH","kWh",2011-02-02,"02:30",84
"899","Abercrombie House","Total Imported Energy AH","kWh",2011-02-03,"02:30",109.556
"900","Abercrombie House","Total Imported Energy AH","kWh",2011-02-04,"02:30",78
"901","Abercrombie House","Total Imported Energy AH","kWh",2011-02-05,"02:30",72
"902","Abercrombie House","Total Imported Energy AH","kWh",2011-02-06,"02:30",78
"903","Abercrombie House","Total Imported Energy AH","kWh",2011-02-07,"02:30",287.622
"904","Abercrombie House","Total Imported Energy AH","kWh",2011-02-08,"02:30",120.826
"905","Abercrombie House","Total Imported Energy AH","kWh",2011-02-09,"02:30",78
"906","Abercrombie House","Total Imported Energy AH","kWh",2011-02-10,"02:30",72
"907","Abercrombie House","Total Imported Energy AH","kWh",2011-02-11,"02:30",115.953
"908","Abercrombie House","Total Imported Energy AH","kWh",2011-02-12,"02:30",78
"909","Abercrombie House","Total Imported Energy AH","kWh",2011-02-13,"02:30",72
"910","Abercrombie House","Total Imported Energy AH","kWh",2011-02-14,"02:30",106.175
"911","Abercrombie House","Total Imported Energy AH","kWh",2011-02-15,"02:30",72
"912","Abercrombie House","Total Imported Energy AH","kWh",2011-02-16,"02:30",106.175
"913","Abercrombie House","Total Imported Energy AH","kWh",2011-02-17,"02:30",84
"914","Abercrombie House","Total Imported Energy AH","kWh",2011-02-18,"02:30",78
"915","Abercrombie House","Total Imported Energy AH","kWh",2011-02-19,"02:30",72
"916","Abercrombie House","Total Imported Energy AH","kWh",2011-02-20,"02:30",78
"917","Abercrombie House","Total Imported Energy AH","kWh",2011-02-21,"02:30",125.334
"918","Abercrombie House","Total Imported Energy AH","kWh",2011-02-22,"02:30",84
"919","Abercrombie House","Total Imported Energy AH","kWh",2011-02-23,"02:30",78
"920","Abercrombie House","Total Imported Energy AH","kWh",2011-02-24,"02:30",78
"921","Abercrombie House","Total Imported Energy AH","kWh",2011-02-25,"02:30",78
"922","Abercrombie House","Total Imported Energy AH","kWh",2011-02-26,"02:30",72
"923","Abercrombie House","Total Imported Energy AH","kWh",2011-02-27,"02:30",78
"924","Abercrombie House","Total Imported Energy AH","kWh",2011-02-28,"02:30",78
"925","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-01,"02:30",277.16
"926","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-02,"02:30",242.04
"927","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-03,"02:30",192.14
"928","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-04,"02:30",192.14
"929","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-05,"02:30",159.8
"930","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-06,"02:30",165.8
"931","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-07,"02:30",174.58
"932","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-08,"02:30",174.58
"933","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-09,"02:30",174.58
"934","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-10,"02:30",168.58
"935","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-11,"02:30",159.8
"936","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-12,"02:30",174.58
"937","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-13,"02:30",159.8
"938","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-14,"02:30",165.8
"939","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-15,"02:30",168.58
"940","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-16,"02:30",174.58
"941","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-17,"02:30",171.8
"942","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-18,"02:30",174.58
"943","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-19,"02:30",159.8
"944","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-20,"02:30",165.8
"945","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-21,"02:30",165.8
"946","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-22,"02:30",180.58
"947","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-23,"02:30",174.58
"948","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-24,"02:30",157.02
"949","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-25,"02:30",174.58
"950","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-26,"02:30",159.8
"951","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-27,"02:30",165.8
"952","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-28,"02:30",165.8
"953","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-01,"02:30",123.32827
"954","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-02,"02:30",18.97358
"955","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-03,"02:30",31.556
"956","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-04,"02:30",0
"957","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-05,"02:30",0
"958","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-06,"02:30",0
"959","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-07,"02:30",209.622
"960","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-08,"02:30",42.826
"961","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-09,"02:30",0
"962","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-10,"02:30",0
"963","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-11,"02:30",43.953
"964","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-12,"02:30",0
"965","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-13,"02:30",0
"966","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-14,"02:30",28.175
"967","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-15,"02:30",0
"968","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-16,"02:30",28.175
"969","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-17,"02:30",0
"970","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-18,"02:30",0
"971","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-19,"02:30",0
"972","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-20,"02:30",0
"973","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-21,"02:30",47.334
"974","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-22,"02:30",0
"975","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-23,"02:30",0
"976","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-24,"02:30",0
"977","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-25,"02:30",0
"978","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-26,"02:30",0
"979","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-27,"02:30",0
"980","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-28,"02:30",0
"981","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-01,"02:30",400.48827
"982","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-02,"02:30",261.01358
"983","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-03,"02:30",223.696
"984","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-04,"02:30",192.14
"985","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-05,"02:30",159.8
"986","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-06,"02:30",165.8
"987","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-07,"02:30",384.202
"988","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-08,"02:30",217.406
"989","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-09,"02:30",174.58
"990","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-10,"02:30",168.58
"991","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-11,"02:30",203.753
"992","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-12,"02:30",174.58
"993","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-13,"02:30",159.8
"994","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-14,"02:30",193.975
"995","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-15,"02:30",168.58
"996","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-16,"02:30",202.755
"997","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-17,"02:30",171.8
"998","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-18,"02:30",174.58
"999","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-19,"02:30",159.8
"1000","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-20,"02:30",165.8
"1001","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-21,"02:30",213.134
"1002","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-22,"02:30",180.58
"1003","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-23,"02:30",174.58
"1004","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-24,"02:30",157.02
"1005","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-25,"02:30",174.58
"1006","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-26,"02:30",159.8
"1007","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"02:30",165.8
"1008","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"02:30",165.8
"1009","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"03:00",78
"1010","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"03:00",84
"1011","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-03,"03:00",90
"1012","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-04,"03:00",90
"1013","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-05,"03:00",78
"1014","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-06,"03:00",78
"1015","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-07,"03:00",78
"1016","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-08,"03:00",84
"1017","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-09,"03:00",72
"1018","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-10,"03:00",84
"1019","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-11,"03:00",90
"1020","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-12,"03:00",78
"1021","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-13,"03:00",84
"1022","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-14,"03:00",84
"1023","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-15,"03:00",84
"1024","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-16,"03:00",84
"1025","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-17,"03:00",84
"1026","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-18,"03:00",84
"1027","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-19,"03:00",84
"1028","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-20,"03:00",84
"1029","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-21,"03:00",78
"1030","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-22,"03:00",84
"1031","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-23,"03:00",78
"1032","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-24,"03:00",72
"1033","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-25,"03:00",84
"1034","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"03:00",84
"1035","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"03:00",84
"1036","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"03:00",78
"1037","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"03:00",0
"1038","Abercrombie House","Total Natural Gas AH","kWh",2011-02-02,"03:00",0
"1039","Abercrombie House","Total Natural Gas AH","kWh",2011-02-03,"03:00",34.937
"1040","Abercrombie House","Total Natural Gas AH","kWh",2011-02-04,"03:00",0
"1041","Abercrombie House","Total Natural Gas AH","kWh",2011-02-05,"03:00",0
"1042","Abercrombie House","Total Natural Gas AH","kWh",2011-02-06,"03:00",0
"1043","Abercrombie House","Total Natural Gas AH","kWh",2011-02-07,"03:00",84.525
"1044","Abercrombie House","Total Natural Gas AH","kWh",2011-02-08,"03:00",31.556
"1045","Abercrombie House","Total Natural Gas AH","kWh",2011-02-09,"03:00",0
"1046","Abercrombie House","Total Natural Gas AH","kWh",2011-02-10,"03:00",0
"1047","Abercrombie House","Total Natural Gas AH","kWh",2011-02-11,"03:00",23.667
"1048","Abercrombie House","Total Natural Gas AH","kWh",2011-02-12,"03:00",0
"1049","Abercrombie House","Total Natural Gas AH","kWh",2011-02-13,"03:00",0
"1050","Abercrombie House","Total Natural Gas AH","kWh",2011-02-14,"03:00",28.175
"1051","Abercrombie House","Total Natural Gas AH","kWh",2011-02-15,"03:00",9.016
"1052","Abercrombie House","Total Natural Gas AH","kWh",2011-02-16,"03:00",29.302
"1053","Abercrombie House","Total Natural Gas AH","kWh",2011-02-17,"03:00",0
"1054","Abercrombie House","Total Natural Gas AH","kWh",2011-02-18,"03:00",0
"1055","Abercrombie House","Total Natural Gas AH","kWh",2011-02-19,"03:00",0
"1056","Abercrombie House","Total Natural Gas AH","kWh",2011-02-20,"03:00",0
"1057","Abercrombie House","Total Natural Gas AH","kWh",2011-02-21,"03:00",43.953
"1058","Abercrombie House","Total Natural Gas AH","kWh",2011-02-22,"03:00",0
"1059","Abercrombie House","Total Natural Gas AH","kWh",2011-02-23,"03:00",0
"1060","Abercrombie House","Total Natural Gas AH","kWh",2011-02-24,"03:00",0
"1061","Abercrombie House","Total Natural Gas AH","kWh",2011-02-25,"03:00",0
"1062","Abercrombie House","Total Natural Gas AH","kWh",2011-02-26,"03:00",0
"1063","Abercrombie House","Total Natural Gas AH","kWh",2011-02-27,"03:00",0
"1064","Abercrombie House","Total Natural Gas AH","kWh",2011-02-28,"03:00",0
"1065","Abercrombie House","Total Imported Energy AH","kWh",2011-02-01,"03:00",78
"1066","Abercrombie House","Total Imported Energy AH","kWh",2011-02-02,"03:00",84
"1067","Abercrombie House","Total Imported Energy AH","kWh",2011-02-03,"03:00",124.937
"1068","Abercrombie House","Total Imported Energy AH","kWh",2011-02-04,"03:00",90
"1069","Abercrombie House","Total Imported Energy AH","kWh",2011-02-05,"03:00",78
"1070","Abercrombie House","Total Imported Energy AH","kWh",2011-02-06,"03:00",78
"1071","Abercrombie House","Total Imported Energy AH","kWh",2011-02-07,"03:00",162.525
"1072","Abercrombie House","Total Imported Energy AH","kWh",2011-02-08,"03:00",115.556
"1073","Abercrombie House","Total Imported Energy AH","kWh",2011-02-09,"03:00",72
"1074","Abercrombie House","Total Imported Energy AH","kWh",2011-02-10,"03:00",84
"1075","Abercrombie House","Total Imported Energy AH","kWh",2011-02-11,"03:00",113.667
"1076","Abercrombie House","Total Imported Energy AH","kWh",2011-02-12,"03:00",78
"1077","Abercrombie House","Total Imported Energy AH","kWh",2011-02-13,"03:00",84
"1078","Abercrombie House","Total Imported Energy AH","kWh",2011-02-14,"03:00",112.175
"1079","Abercrombie House","Total Imported Energy AH","kWh",2011-02-15,"03:00",93.016
"1080","Abercrombie House","Total Imported Energy AH","kWh",2011-02-16,"03:00",113.302
"1081","Abercrombie House","Total Imported Energy AH","kWh",2011-02-17,"03:00",84
"1082","Abercrombie House","Total Imported Energy AH","kWh",2011-02-18,"03:00",84
"1083","Abercrombie House","Total Imported Energy AH","kWh",2011-02-19,"03:00",84
"1084","Abercrombie House","Total Imported Energy AH","kWh",2011-02-20,"03:00",84
"1085","Abercrombie House","Total Imported Energy AH","kWh",2011-02-21,"03:00",121.953
"1086","Abercrombie House","Total Imported Energy AH","kWh",2011-02-22,"03:00",84
"1087","Abercrombie House","Total Imported Energy AH","kWh",2011-02-23,"03:00",78
"1088","Abercrombie House","Total Imported Energy AH","kWh",2011-02-24,"03:00",72
"1089","Abercrombie House","Total Imported Energy AH","kWh",2011-02-25,"03:00",84
"1090","Abercrombie House","Total Imported Energy AH","kWh",2011-02-26,"03:00",84
"1091","Abercrombie House","Total Imported Energy AH","kWh",2011-02-27,"03:00",84
"1092","Abercrombie House","Total Imported Energy AH","kWh",2011-02-28,"03:00",78
"1093","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-01,"03:00",271.16
"1094","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-02,"03:00",277.16
"1095","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-03,"03:00",186.58
"1096","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-04,"03:00",195.36
"1097","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-05,"03:00",183.36
"1098","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-06,"03:00",174.58
"1099","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-07,"03:00",165.8
"1100","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-08,"03:00",171.8
"1101","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-09,"03:00",177.36
"1102","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-10,"03:00",171.8
"1103","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-11,"03:00",195.36
"1104","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-12,"03:00",174.58
"1105","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-13,"03:00",163.02
"1106","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-14,"03:00",180.58
"1107","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-15,"03:00",163.02
"1108","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-16,"03:00",171.8
"1109","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-17,"03:00",171.8
"1110","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-18,"03:00",171.8
"1111","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-19,"03:00",171.8
"1112","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-20,"03:00",180.58
"1113","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-21,"03:00",165.8
"1114","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-22,"03:00",171.8
"1115","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-23,"03:00",165.8
"1116","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-24,"03:00",168.58
"1117","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-25,"03:00",171.8
"1118","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-26,"03:00",171.8
"1119","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-27,"03:00",171.8
"1120","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-28,"03:00",174.58
"1121","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-01,"03:00",113.84148
"1122","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-02,"03:00",246.65654
"1123","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-03,"03:00",34.937
"1124","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-04,"03:00",0
"1125","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-05,"03:00",0
"1126","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-06,"03:00",0
"1127","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-07,"03:00",84.525
"1128","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-08,"03:00",31.556
"1129","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-09,"03:00",0
"1130","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-10,"03:00",0
"1131","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-11,"03:00",23.667
"1132","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-12,"03:00",0
"1133","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-13,"03:00",0
"1134","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-14,"03:00",28.175
"1135","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-15,"03:00",9.016
"1136","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-16,"03:00",29.302
"1137","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-17,"03:00",0
"1138","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-18,"03:00",0
"1139","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-19,"03:00",0
"1140","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-20,"03:00",0
"1141","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-21,"03:00",43.953
"1142","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-22,"03:00",0
"1143","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-23,"03:00",0
"1144","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-24,"03:00",0
"1145","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-25,"03:00",0
"1146","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-26,"03:00",0
"1147","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-27,"03:00",0
"1148","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-28,"03:00",0
"1149","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-01,"03:00",385.00148
"1150","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-02,"03:00",523.81654
"1151","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-03,"03:00",221.517
"1152","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-04,"03:00",195.36
"1153","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-05,"03:00",183.36
"1154","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-06,"03:00",174.58
"1155","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-07,"03:00",250.325
"1156","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-08,"03:00",203.356
"1157","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-09,"03:00",177.36
"1158","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-10,"03:00",171.8
"1159","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-11,"03:00",219.027
"1160","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-12,"03:00",174.58
"1161","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-13,"03:00",163.02
"1162","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-14,"03:00",208.755
"1163","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-15,"03:00",172.036
"1164","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-16,"03:00",201.102
"1165","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-17,"03:00",171.8
"1166","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-18,"03:00",171.8
"1167","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-19,"03:00",171.8
"1168","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-20,"03:00",180.58
"1169","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-21,"03:00",209.753
"1170","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-22,"03:00",171.8
"1171","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-23,"03:00",165.8
"1172","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-24,"03:00",168.58
"1173","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-25,"03:00",171.8
"1174","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-26,"03:00",171.8
"1175","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"03:00",171.8
"1176","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"03:00",174.58
"1177","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"03:30",84
"1178","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"03:30",84
