"","Name of organisation","UK Atomic Energy Authority (NDPB)","No. of invoices received","No. of invoices paid within 8 working days or less","No. of Invoices paid over 8 working days","No. of disputed invoices*","% of invoices paid within 8 days"
"1","UK Atomic Energy Authority (NDPB)","24 August - 27 September (P6)",1318,1175,121,22,91
